"country","year","life_expectancy_at_birth_SEX_MLE","life_expectancy_at_birth_SEX_BTSX","life_expectancy_at_birth_SEX_FMLE","bcg_immunization_coverage","dtp_immunization_coverage","hepb3_immunization_coverage","hib3_immunization_coverage","hpv_immunization_coverage","mcv1_immunization_coverage","mcv2_immunization_coverage","pab_immunization_coverage","pcv3_immunization_coverage","pol3_immunization_coverage","rotac_immunization_coverage","che_%_of_gdp","ext_%_of_che","gghe-d_%_of_che","oop_%_of_che","pvt-d_%_of_che","alc_consump_per_capita_liters_SEX_MLE","alc_consump_per_capita_liters_SEX_FMLE","alc_consump_per_capita_liters_SEX_BTSX","alc_expenditure_%_of_household","preterm_birth_rate_per_100","low_birth_weight_prevalence","pregnant_women_anaemia_prevalence_SEX_FMLE","pregnant_women_anaemia_prevalence_SEVERITY_MODERATE","pregnant_women_anaemia_prevalence_SEVERITY_MILD","pregnant_women_anaemia_prevalence_SEVERITY_TOTAL","pregnant_women_anaemia_prevalence_SEVERITY_SEVERE","pregnant_women_mean_hemoglobin","children_anaemia_prevalence_SEX_BTSX","children_anaemia_prevalence_SEVERITY_MILD","children_anaemia_prevalence_SEVERITY_MODERATE","children_anaemia_prevalence_SEVERITY_TOTAL","children_anaemia_prevalence_SEVERITY_SEVERE","children_mean_hemoglobin","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","underweight_adults_prevalence_SEX_FMLE","underweight_adults_prevalence_SEX_BTSX","underweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_BTSX","overweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_FMLE","obese_adults_prevalence_SEX_BTSX","obese_adults_prevalence_SEX_MLE","obese_adults_prevalence_SEX_FMLE"
"GNQ",2020,59.60857,61.15866,62.92049,87,64,64,64,NA,50,NA,60,NA,65,NA,3.9,1.39,21.72,74.99,76.9,9.86311,2.60581,6.55826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07365,7.98579,9.57228,6.35295,6.71972,11.43128,9.03159,6.53919,6.3991,17.49459,13.73183,14.7243,12.91892,13.6528,10.77769,14.16126,12.55001,13.31767,5.14309,3.91602,6.37958,3.88797,3.93473,4.4767,5.02146,4.13639,4.03747,3.09794,9.2432,14.33403,37.12477,22.10475,55.25578,16.08392,6.63265,27.49278
"IND",2003,63.37495,64.5844,65.89296,77,61,NA,NA,NA,60,NA,86,NA,57,NA,4.01,1.52,18.72,73.42,79.76,3.65421,0.67873,2.21001,NA,NA,31.8,53.3,26.3,23.8,53.3,3.2,107,66.3,25,37.5,66.3,3.8,102,26.04073,30.68211,36.54592,24.28507,32.87434,38.53162,31.25005,23.35065,29.62393,3.24942,2.76973,2.86688,2.65999,2.86907,3.06258,3.16055,2.87145,2.71262,1.051,0.55363,1.22622,0.85785,0.39171,0.68542,0.80623,0.5791,0.48922,31.89766,31.05328,30.25514,12.33442,10.43625,14.34254,2.12933,1.35646,2.94698
"MKD",2015,73.42689,75.34082,77.27533,94,91,92,89,28,89,93,NA,NA,92,NA,6.34,0.36,64.95,34.26,34.69,7.12746,1.52266,4.29946,1.2,5.19224,8.2,26.3,9.6,16.4,26.3,0.3,118,24.7,15.3,9.1,24.7,0.3,118,4.32355,3.82454,3.87815,3.767,4.0753,3.79431,3.66654,3.52921,4.19523,33.53839,17.80847,28.80612,26.79365,24.87969,27.35152,30.54935,20.66522,22.46314,14.63194,7.11287,17.72717,11.3205,5.31514,9.73766,12.18307,9.82535,7.6516,3.76275,2.47472,1.15656,62.23606,65.87744,58.67791,25.77835,24.05679,27.46057
"PRK",2015,68.38717,71.40768,74.27301,97,96,96,96,NA,98,85,97,NA,99,NA,NA,NA,NA,NA,NA,7.25897,1.79516,4.44885,NA,NA,NA,38,14.7,22.8,38,0.5,113,30.9,21.1,9.5,30.9,0.3,115,8.12784,9.48886,11.07101,7.82587,8.71439,12.11555,9.95861,7.69217,8.42852,21.03158,12.30646,17.83745,16.42169,15.42757,14.22275,17.71317,12.89456,14.41501,8.21248,4.17864,10.65831,5.63987,3.53164,6.06984,7.8691,6.63282,5.12061,11.93018,11.72239,11.5009,30.78188,27.12448,34.21311,7.85166,5.88626,9.69552
"JOR",2010,77.10771,76.68909,77.03944,95,98,98,98,NA,98,95,87,NA,98,NA,8.17,4.51,66.71,21.86,28.78,0.82067,0.11589,0.47996,NA,8.71091,16.5,31.2,12.1,18.7,31.2,0.5,117,30.4,18.7,11.5,30.4,0.2,116,4.08494,4.15503,4.93948,3.33685,4.72311,5.05379,4.01991,2.9407,4.4105,28.27207,26.80243,27.75283,27.47851,27.49367,28.01828,28.14775,27.22337,27.14772,13.66807,10.34173,14.78938,12.50031,9.19866,11.55577,12.71975,11.62633,10.43854,2.36004,2.57964,2.78464,65.37871,62.77487,68.16782,31.9611,26.84091,37.44562
"CHE",2008,79.57078,81.86194,83.97102,NA,95,NA,95,NA,92,83,NA,13,96,NA,9.53,0,31.61,26.5,68.39,18.1793,5.32474,11.58745,NA,NA,6.3,13,3.6,9.2,13,0.2,121,11.1,9,2,11.1,0.1,122,1.1941,1.41884,1.51135,1.32093,1.29076,1.60812,1.49537,1.37625,1.2439,20.81714,24.12799,22.95607,23.89447,22.8269,19.3934,20.12696,22.69017,24.00802,5.37901,5.97603,6.02795,4.68928,6.53722,6.14305,6.30083,6.42055,6.47728,4.58249,2.81868,0.95449,45.67779,57.3166,34.6657,13.28027,15.54692,11.13568
"ZAF",2014,59.54061,62.78313,65.65247,93,85,85,85,68,84,55,80,85,85,85,7.87,1.73,55.56,5.66,42.71,15.43019,3.04831,8.92712,NA,12.94305,16.6,29.7,11.9,17.1,29.7,0.6,118,36.6,20.4,15.3,36.6,1,114,3.38043,4.177,5.33303,2.98143,3.86503,6.14596,4.48128,2.76092,3.62696,18.87819,28.87637,16.68436,15.4695,21.25859,20.76503,19.80514,25.98923,22.06266,7.31824,8.76255,6.95158,7.69793,9.35092,7.43103,6.14353,5.69606,7.49342,3.1406,5.63556,8.43085,51.41984,34.67908,66.36203,26.88426,12.44639,39.77097
"MWI",2015,58.88709,61.82512,64.87022,90,88,88,88,NA,87,8,89,88,88,84,6.63,53.5,28.65,10.98,17.85,5.76083,1.21205,3.37375,NA,14.54578,15.8,39,17.2,20.4,39,1.4,114,57.6,25.7,29.8,57.6,2.1,106,1.85069,3.20158,3.83869,2.58041,1.75193,5.21241,4.11363,3.05101,1.80163,7.56161,9.13332,5.16018,3.5793,6.66108,6.56,7.05758,8.12443,6.40277,1.83723,1.24699,2.59038,1.0937,1.34584,1.3326,1.42042,0.65022,1.00385,6.77736,8.27652,9.9449,17.6723,11.07802,23.59774,4.28977,1.60153,6.70535
"COM",2004,63.1799,63.97537,64.79049,79,76,77,NA,NA,76,NA,92,NA,73,NA,6.58,12.11,12.03,73.08,75.86,0.864,0.11144,0.4745,NA,NA,25.1,41.3,19.1,20.2,41.3,2,113,58.8,24.1,31.5,58.8,3.3,105,3.41917,7.45931,11.00505,3.81263,7.46395,13.23973,8.67187,4.05048,5.49681,6.61708,12.38663,4.46294,3.10352,7.97107,10.24316,8.38059,11.57906,7.71804,2.43048,2.31554,1.96951,2.91734,1.95175,1.71909,1.13914,0.61511,1.27954,8.09738,9.12631,10.23338,25.33218,18.08264,32.07,6.49172,2.83622,9.88919
"FSM",2020,62.759,65.67162,68.8385,84,83,88,68,28,79,62,NA,79,82,40,10.85,72.67,24.67,2.66,2.66,3.3672,0.6813,2.0218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76767,0.90887,1.17786,0.62928,1.57009,0.98433,0.7767,0.56332,1.1813,37.86376,49.58049,39.42768,40.19931,41.44847,30.89407,34.48681,43.54888,44.82576,17.48218,17.95984,21.22603,13.49911,20.08594,18.98359,19.96854,19.34809,19.71197,1.89036,2.03152,2.17369,69.4365,62.17608,76.6448,44.53168,35.873,53.12818
"SSD",2005,54.22028,55.89935,57.48752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,20,20.7,42.9,2.1,112,64.6,23.8,36.4,64.6,4.4,103,4.88324,7.98101,10.31738,5.6307,7.03842,12.61073,9.36754,6.1399,5.97243,7.39141,10.58975,5.13676,3.55982,7.37496,8.21258,7.79757,9.62652,7.08323,2.52321,2.24848,2.65148,2.39216,2.15061,1.9609,1.67503,0.99209,1.57274,19.33991,18.47561,17.51815,14.20496,10.02435,17.9788,3.32766,1.77579,4.72854
"BFA",2008,55.49583,57.43073,59.24183,99,93,93,93,NA,94,NA,79,NA,92,NA,4.65,36.67,29.29,30.96,34.04,13.9372,2.77532,8.21251,NA,NA,19.4,57.7,29.6,24.1,57.7,4,106,87.4,17.1,57.7,87.4,12.7,90,4.62618,10.39852,13.74596,6.96183,8.16161,17.26847,12.90326,8.42893,6.41943,4.45515,4.8754,3.24669,2.48443,3.78274,3.46971,3.96954,4.33309,3.66516,0.5657,0.51572,0.66488,0.46362,0.54845,0.50762,0.49972,0.39555,0.47105,16.05204,13.39814,10.57549,11.51218,10.06694,12.87101,2.49624,1.53477,3.40023
"BRA",2009,70.42435,73.84243,77.3174,99,99,99,99,NA,99,55,92,NA,99,86,8.39,0.15,44.16,31.21,55.69,13.65094,3.71242,8.56108,NA,NA,8.3,22.6,8.4,13.8,22.6,0.4,120,18.7,12.2,6.2,18.7,0.3,121,2.63102,2.91093,3.20146,2.61081,2.86805,3.36051,2.98667,2.60123,2.75169,35.04026,21.394,26.66627,22.67166,25.3138,29.23607,32.19095,23.91673,22.04259,14.50131,7.65859,16.89195,12.02208,5.58917,9.07802,10.45215,7.3802,6.49837,4.52439,3.67041,2.76867,48.78764,48.52767,49.03384,16.6386,13.56416,19.5502
"ARE",2005,79.57163,79.38497,79.51769,98,94,92,94,NA,92,94,NA,NA,94,NA,2.32,0,56.84,30.14,43.16,2.3011,0.31887,1.76984,NA,NA,13,24.1,9,14.7,24.1,0.4,119,18.7,13.6,5,18.7,0.1,120,3.15608,3.91547,4.55921,3.17375,3.48719,5.08735,4.21739,3.18329,3.32836,35.81462,33.12518,37.97601,39.04083,35.83119,33.79473,34.84567,33.35993,36.33799,15.22978,12.86264,17.08267,13.2201,12.66964,15.50413,17.7967,18.14848,15.64522,3.17093,3.10864,3.08666,65.65149,66.90664,62.09629,26.64512,24.63833,32.32933
"COM",2013,65.63724,66.72653,67.84307,80,83,83,83,NA,82,NA,85,NA,82,NA,5.1,16.57,12.93,68.01,70.5,0.39323,0.05009,0.21992,NA,NA,24,38.2,16.9,19.8,38.2,1.5,114,53.9,24.7,27.1,53.9,2.1,107,2.99018,6.54811,9.63844,3.33623,6.25903,11.52792,7.61327,3.53146,4.65142,9.7665,14.80936,6.57782,4.79498,10.23676,12.67523,11.197,14.03962,9.69749,3.79801,3.49091,3.26886,4.34482,3.00916,2.67748,1.89484,1.12661,2.04821,6.6221,7.27897,7.9529,33.00038,22.85561,42.88839,10.25815,4.45349,15.9159
"TLS",2008,65.66944,66.57679,67.54919,85,79,79,NA,NA,73,NA,66,NA,79,NA,6.97,39.69,48.79,11.52,11.52,0.11821,0.02638,0.07312,NA,NA,17,32.5,14,17.4,32.5,1.2,116,45.1,25.5,19,45.1,0.6,111,9.56151,13.71615,17.6205,9.55119,13.7581,20.03777,14.9379,9.54488,11.74235,3.67179,2.83786,3.28939,3.05007,3.06856,2.82504,3.26507,2.83299,2.94693,0.89192,0.64886,1.04688,0.72428,0.60272,0.72585,0.79801,0.64226,0.62305,28.01892,24.67802,21.45176,6.80498,5.69329,7.95617,0.82733,0.59437,1.06857
"JOR",2019,79.72853,79.78542,80.34466,86,89,89,89,NA,87,93,90,NA,87,86,7,3.41,42.95,36.01,53.64,0.5167,0.07162,0.30566,NA,8.67878,18.7,33.7,12.7,20.6,33.7,0.4,115,32.7,21.8,10.8,32.7,0.2,115,3.87659,3.66076,4.1202,3.18869,3.92074,4.23351,3.52618,2.80245,3.89904,38.50056,35.18485,37.72604,37.28608,36.68537,36.38406,37.4606,35.61607,36.24751,18.67869,12.58781,22.24924,14.98257,11.2432,16.1821,19.68018,18.22084,14.77203,3.03486,3.27157,3.48442,66.35689,63.70443,69.30688,34.59813,30.32149,39.35451
"MUS",2002,68.39928,71.67924,75.15759,87,88,88,NA,NA,84,NA,79,NA,88,NA,3.19,0.31,52.9,44.87,46.79,13.01765,2.92935,7.9342,NA,NA,19.5,34.6,13.6,20.3,34.6,0.6,115,28.8,17.9,10.3,28.8,0.6,116,9.61111,12.15667,13.90294,10.366,10.32766,15.76236,13.28885,10.75668,9.97446,18.22342,13.03689,14.50628,12.57308,13.60509,11.99328,15.15248,12.68098,12.80227,4.14468,3.49812,5.29068,2.96574,3.77365,3.78073,4.05633,3.41438,3.59191,8.18225,7.26471,6.3305,43.98673,38.83647,49.04505,13.39987,8.34445,18.36504
"LBY",2003,71.35293,73.51059,75.90376,99,95,96,NA,NA,96,90,NA,NA,95,NA,3.97,0,66.24,33.76,33.76,0.04941,0.0063,0.02848,NA,NA,NA,31.3,12.6,17.9,31.3,0.8,116,32,20,11.6,32,0.4,115,3.52497,5.24911,7.32858,3.08449,6.03347,7.93055,5.45349,2.88134,4.80771,19.84204,25.69362,20.20053,20.36716,22.32838,22.04935,20.92063,24.54337,22.98023,8.11394,7.80807,8.46361,7.74801,7.83577,7.66157,7.52083,7.08263,7.45211,4.97423,5.41495,5.82376,54.20331,49.86661,58.87858,23.50427,16.39518,31.16837
"DJI",2008,59.7584,61.38656,63.05684,90,89,88,89,NA,73,NA,79,NA,89,NA,3.62,20.68,50.66,27.9,28.65,1.25,0.17432,0.70469,NA,NA,NA,38.3,17.2,19.4,38.3,1.7,114,54,23.6,27.7,54,2.6,107,4.82284,7.90569,10.31504,5.4467,6.85631,12.33755,9.10597,5.81066,5.85069,7.97395,10.12347,5.29056,3.72143,7.29503,7.99917,7.98642,9.34079,6.8912,2.33586,1.8595,2.49927,2.16883,1.67903,1.63694,1.41887,0.78711,1.22872,12.62997,14.16162,15.74439,19.20167,13.10013,25.10614,5.38194,2.48367,8.18661
"BGR",2012,70.84608,74.28202,77.7907,97,95,95,95,NA,94,94,NA,94,95,NA,7.54,NA,50.8,47.75,49.2,18.04404,4.56084,11.02798,NA,7.27509,11,25.6,9.6,15.4,25.6,0.5,118,24.4,16.8,7.4,24.4,0.2,118,2.77656,2.89271,3.09278,2.68376,2.23335,3.53504,3.09458,2.63664,2.49787,31.21005,19.67023,27.77726,26.01079,25.23402,28.30395,29.79493,22.5779,22.90222,12.92202,7.8343,14.80115,10.94215,6.25613,9.5059,11.10647,9.20522,7.75938,4.02281,2.78139,1.42916,55.17981,60.92273,49.90752,20.15541,20.81056,19.55396
"MNE",2015,74.16491,76.86028,79.43681,88,89,82,89,NA,64,94,NA,NA,89,NA,9.02,NA,59.81,37.73,40.19,15.58717,3.96058,9.55367,NA,NA,6.3,20.2,7.2,12.7,20.2,0.3,121,14.7,11.4,3.3,14.7,0.1,121,1.61304,1.86514,1.85724,1.87346,1.89594,1.8385,1.91554,1.99606,1.75961,35.02947,16.0898,31.28873,29.47701,25.39712,25.75468,30.55995,19.1834,22.93085,12.23266,4.7322,15.75678,8.4438,2.98488,7.80135,10.7114,8.26781,5.68453,2.67892,1.95391,1.1671,51.81918,56.41815,47.58146,17.8444,17.9234,17.77162
"PRI",2010,75.47274,79.0571,82.53901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30552,3.80312,4.40672,3.17171,3.74062,4.69841,3.92245,3.11384,3.52892,30.76322,28.18579,27.99016,26.77584,27.78611,26.15476,28.52097,27.57266,27.46629,16.81678,15.52656,17.21868,16.39266,15.15205,14.45166,13.4241,11.76246,13.42232,3.03957,2.62854,2.16251,68.41498,67.1661,69.51649,33.49444,29.05135,37.41324
"IRN",2016,75.93733,77.37336,79.0103,99,99,99,99,NA,99,98,95,NA,99,NA,7.99,0.03,44.93,41.4,55.04,1.4479,0.17054,0.81548,NA,7.46763,NA,23.7,8.2,15.3,23.7,0.2,118,26.8,18.7,8,26.8,0.1,117,10.42076,9.41585,10.16561,8.63632,10.76939,9.81764,8.73646,7.6153,10.59887,26.56282,24.53292,26.18809,25.97213,24.8939,21.82753,24.2467,23.54832,25.26558,11.26084,7.8971,13.24836,9.18489,7.16025,9.56079,11.16094,9.95791,8.58447,4.54508,4.60391,4.6616,56.64207,51.8781,61.5001,21.52635,15.4856,27.68636
"GUY",2004,62.11937,64.8578,67.81073,94,91,91,91,NA,88,63,85,NA,91,NA,3.44,9.01,50.61,37.15,40.38,9.67682,2.42763,6.0162,NA,NA,16.5,37.3,15.7,20.5,37.3,1.1,114,39.1,23.5,15.1,39.1,0.5,113,7.06826,7.75079,8.2609,7.22951,7.29069,8.84034,8.08862,7.32447,7.18117,16.68131,17.72548,15.08158,14.12618,15.84108,14.7351,15.72305,16.6172,15.91108,7.01876,5.44877,8.25237,5.74693,5.2732,5.84483,6.2324,5.02602,5.1486,7.66187,8.33468,9.02302,42.80934,34.46172,50.96867,16.00167,9.24151,22.60936
"ARM",2013,69.92688,74.18785,77.93684,99,95,95,95,NA,97,97,NA,NA,96,33,10.32,2.07,13.33,82.88,84.6,8.50751,2.15341,4.95596,1.4,7.03756,8.3,19.6,6.7,12.7,19.6,0.2,121,20.3,13.4,6.7,20.3,0.2,119,3.26235,2.57653,2.6555,2.49092,2.37279,2.78955,2.47784,2.1461,2.79064,26.58239,15.78117,21.59194,19.22578,19.8781,23.02862,24.9131,18.01993,17.55707,10.19281,4.93791,11.89657,8.26942,3.44882,6.05882,7.09266,4.81495,4.15314,3.02639,2.85966,2.64523,52.24479,44.22288,58.48187,21.76452,13.44116,28.23595
"ESP",2006,77.50801,80.67223,83.81809,NA,98,97,98,NA,97,94,NA,NA,98,NA,7.83,NA,72.1,21.02,27.9,18.58777,5.38882,11.8565,NA,NA,9.1,18.3,6.4,11.5,18.3,0.5,120,12,9.6,2.4,12,0.1,122,0.82067,1.1122,1.30158,0.91196,0.78434,1.54578,1.25881,0.95516,0.80201,41.4148,25.29761,35.8423,33.21144,32.31284,35.51959,38.54701,28.58103,29.36627,14.99762,8.05483,17.56029,12.29231,6.0496,10.53315,12.87708,10.66607,8.42302,2.26472,1.49937,0.69994,59.86129,67.2029,52.83265,21.69302,22.03865,21.36214
"GUY",2018,65.57499,68.74662,72.01354,99,95,95,95,15,98,84,99,91,94,91,4.9,3.16,60.17,33.73,36.67,8.71421,2.19398,5.34695,NA,11.55663,17.2,33.1,12.7,20,33.1,0.5,115,29.8,19.3,10.2,29.8,0.3,116,7.45161,7.63858,7.77319,7.49906,6.71953,8.30246,7.92022,7.52307,7.07994,24.3299,28.62172,21.48209,20.0516,24.41461,25.14629,24.73182,27.45386,24.25469,13.06169,12.32266,13.32698,12.78813,12.08708,11.15484,10.02803,8.37093,10.19346,6.89975,7.59097,8.33288,52.6814,42.18143,62.46408,24.93372,15.14273,34.05586
"VUT",2019,64.11568,67.13031,70.64266,97,90,90,90,NA,80,NA,78,NA,90,NA,3.31,31.5,57.46,8.08,11.05,3.11985,0.65263,1.87288,NA,NA,13,27.7,10,17.6,27.7,0.2,118,31,19.3,11,31,0.7,115,1.36476,2.19454,3.02597,1.31526,3.69062,2.58436,1.95012,1.2828,2.56471,28.96336,34.48725,29.37767,29.65294,28.22969,15.6251,22.50651,27.01564,32.00865,10.87711,6.3035,16.88009,4.4794,7.50002,10.8826,15.21252,14.10455,10.88623,3.24648,2.4226,1.57571,48.11646,42.51682,53.56401,18.81512,14.19079,23.31384
"MNG",2007,62.34913,66.37749,70.81851,99,95,98,78,NA,98,97,NA,NA,99,NA,4.08,2.76,70.72,23.28,26.52,13.11453,3.59772,8.29778,NA,NA,6.5,26.9,9.5,17.2,26.9,0.3,117,25,15.1,9.6,25,0.3,120,3.64069,2.82171,2.73514,2.91049,2.16666,2.97653,2.79114,2.60116,2.89378,11.97315,13.7344,9.46011,8.393,11.56205,13.67808,12.81418,13.71764,11.03098,3.95713,2.07355,4.98597,2.9003,1.72331,2.4585,2.83386,1.92002,1.82287,3.40416,3.39251,3.3805,41.36799,36.80447,45.79681,12.43352,9.40477,15.37288
"BFA",2009,56.03949,58.06656,59.97008,99,92,92,92,NA,94,NA,85,NA,91,NA,5.08,30.98,32.31,31.44,36.71,13.85996,2.75022,8.1616,NA,NA,19.3,57.5,29.3,24.2,57.5,3.9,106,87.1,17.4,57.3,87.1,12.4,91,4.52953,10.32626,13.72861,6.83354,8.14306,17.27807,12.83922,8.29079,6.36258,4.62111,5.04805,3.37749,2.5872,3.92612,3.60594,4.12091,4.48932,3.80262,0.59123,0.54111,0.6922,0.48727,0.57517,0.53086,0.52088,0.41201,0.49259,15.79028,13.17748,10.39828,12.10147,10.56141,13.54934,2.68186,1.64588,3.65581
"DJI",2017,63.03561,64.73031,66.44386,92,76,76,76,NA,81,81,98,76,76,80,2.47,25.86,46.43,26.16,27.71,0.82846,0.11347,0.46594,NA,NA,NA,37.1,16.2,19.6,37.1,1.4,114,52,24.6,25.5,52,1.9,108,4.72355,7.38798,9.38521,5.35204,5.98443,11.10557,8.41135,5.66868,5.36089,11.51789,11.85881,7.69152,5.75587,9.39079,9.66249,10.60035,11.12299,8.78014,3.61578,2.68187,4.10941,3.11122,2.46555,2.52303,2.36722,1.48589,1.97135,11.61482,12.8398,14.10537,25.05671,17.13682,32.72254,8.45987,4.08762,12.69186
"TLS",2011,66.13185,67.28464,68.5214,79,67,67,NA,NA,62,NA,81,NA,66,NA,6.87,37.67,51.97,9.92,10.36,0.77334,0.17519,0.47902,NA,NA,16.7,32.8,13.7,18.1,32.8,1,116,45,26.3,18.2,45,0.6,111,10.05646,14.16791,18.01486,10.06954,14.02678,20.45162,15.41223,10.07739,12.11481,3.83034,2.97594,3.44288,3.20613,3.21182,2.94858,3.40572,2.96567,3.09431,0.90935,0.65783,1.07242,0.7338,0.61218,0.74048,0.81807,0.66266,0.63814,27.79039,24.06682,20.46296,7.70554,6.41741,9.03645,0.99607,0.71875,1.28259
"DNK",2005,75.9555,78.1313,80.24266,NA,93,NA,93,NA,95,91,NA,NA,93,NA,9.09,0,83.74,14.71,16.26,17.76677,5.12014,11.32966,1.9,NA,5.3,16.9,5.5,10.9,16.9,0.4,120,12.7,10.3,2.4,12.7,0.1,122,1.06188,1.52339,1.26208,1.79836,0.74759,1.52905,1.84679,2.18139,0.90085,27.42782,19.25163,26.86401,26.57144,23.61868,22.03434,24.79776,20.20371,23.00618,5.94127,4.19408,7.00694,4.82157,3.86773,5.8002,7.32653,7.49236,5.72691,3.1297,2.01766,0.86042,47.10271,56.33534,38.23062,12.99435,14.60222,11.44927
"AGO",2013,57.85708,60.21683,62.60657,71,54,54,54,NA,59,NA,75,9,48,NA,2.73,2.57,62.03,21.35,35.4,13.84141,3.922,8.74418,NA,NA,15.6,50.1,22.1,26.4,50.1,1.7,109,60.7,27.8,31.3,60.7,1.7,105,6.16376,7.35337,8.41805,6.28949,5.96253,10.09098,8.2287,6.37439,6.06292,11.33951,9.89473,8.95884,7.33691,8.92295,7.39504,9.37169,8.88709,8.61856,3.17119,2.10718,4.13281,2.20525,2.04095,2.5558,3.00476,2.23622,2.13838,10.04241,11.1611,12.35081,25.2657,16.95103,33.08408,7.8794,3.81436,11.70181
"NGA",2006,56.24882,57.5522,58.90215,52,40,27,NA,NA,44,NA,63,NA,46,NA,4.26,5.41,21.18,70.46,73.41,12.98118,2.70914,7.84591,NA,NA,NA,58.2,30.3,23.6,58.2,4.3,105,75,23.6,45.3,75,6.2,98,7.82321,12.02631,16.3452,7.58962,11.42216,19.51049,13.5567,7.43936,9.64663,5.66935,7.36832,4.28279,3.39129,5.88253,7.77089,6.70614,7.52591,5.35286,2.17403,1.90267,1.83906,2.51803,1.50682,1.57802,1.26199,0.89097,1.19472,11.07198,11.02606,10.98001,22.89551,18.68259,27.09668,6.08431,3.83543,8.32692
"PRT",2009,76.26401,79.40583,82.40508,98,96,96,96,NA,95,95,NA,NA,96,NA,10.13,0.05,63.8,25.1,36.14,18.56773,5.33238,11.59071,NA,NA,8.1,19.1,6.6,12,19.1,0.4,119,12.4,10.1,2.3,12.4,0.1,122,0.67314,1.10464,1.24867,0.95366,0.76862,1.48472,1.29224,1.09084,0.7221,37.30685,25.1946,30.5029,27.15727,29.65952,36.09798,36.71778,28.77542,26.19818,13.96837,8.73971,15.16522,12.70907,6.79865,10.02415,11.24941,9.32394,8.08992,1.94435,1.47262,0.94354,60.31517,63.60785,57.37943,20.91429,19.21136,22.43263
"KIR",2015,58.43415,61.68537,64.89415,79,78,82,82,NA,84,76,90,74,80,37,8.11,10.83,84.2,1.09,4.79,1.22234,0.24506,0.70904,NA,NA,9.1,42.8,18.2,23.3,42.8,1.2,112,51.5,25.2,24.7,51.5,1.6,108,0.75554,0.89634,1.16487,0.62441,1.54348,0.93875,0.74371,0.54787,1.15484,38.23777,47.31071,40.6248,42.05045,40.35561,27.69956,33.04,40.08301,44.67524,13.06258,10.73257,18.22038,7.76321,12.46567,13.91489,17.05736,16.36274,14.41816,1.05637,0.73633,0.37848,76.9109,72.62611,80.74293,43.41974,34.35604,51.52574
